PlanetID,HDName,Spec,d_pc,L_sol,M_sol,Rp_Rearth,sma_AU,P_yr,ecc,inc_rad,aop_rad,pan_rad,epp_yr,Mp_Mearth,albedo,HZ
HD 136352_1,HD 136352,G2.5V Hdel1,14.739,1.029,1.020,0.960,0.158,0.062,0.040,1.380,0.081,6.156,2034.986,0.708,0.379,False
HD 136352_2,HD 136352,G2.5V Hdel1,14.739,1.029,1.020,0.534,1.307,1.479,0.138,1.413,1.150,0.812,2034.370,0.107,0.369,True
HD 136352_3,HD 136352,G2.5V Hdel1,14.739,1.029,1.020,1.272,2.091,2.993,0.071,1.475,5.095,2.310,2033.643,2.443,0.357,False
HD 136352_4,HD 136352,G2.5V Hdel1,14.739,1.029,1.020,3.364,3.425,6.276,0.056,0.876,3.289,3.772,2034.965,5.644,0.313,False
HD 136352_5,HD 136352,G2.5V Hdel1,14.739,1.029,1.020,3.165,2.900,4.890,0.055,0.912,3.932,0.533,2031.189,7.670,0.359,False
HD 136352_6,HD 136352,G2.5V Hdel1,14.739,1.029,1.020,0.716,3.449,6.343,0.056,0.863,2.248,2.404,2028.679,0.364,0.330,False
HD 136352_7,HD 136352,G2.5V Hdel1,14.739,1.029,1.020,1.982,2.744,4.500,0.019,0.687,0.432,1.641,2032.621,4.153,0.304,False
HD 136352_8,HD 136352,G2.5V Hdel1,14.739,1.029,1.020,0.892,2.376,3.626,0.102,1.238,5.379,5.982,2033.592,0.638,0.393,False
HD 136352_9,HD 136352,G2.5V Hdel1,14.739,1.029,1.020,0.646,0.104,0.033,0.148,0.407,1.206,2.586,2034.987,0.190,0.387,False
HD 136352_10,HD 136352,G2.5V Hdel1,14.739,1.029,1.020,1.647,1.927,2.649,0.126,0.748,0.208,4.792,2034.746,2.193,0.278,False
HD 136352_11,HD 136352,G2.5V Hdel1,14.739,1.029,1.020,1.191,0.238,0.115,0.059,0.636,3.598,2.430,2034.969,1.504,0.361,False
HD 136352_12,HD 136352,G2.5V Hdel1,14.739,1.029,1.020,1.282,0.155,0.060,0.097,0.766,0.523,0.828,2034.970,2.258,0.417,False
HD 136352_13,HD 136352,G2.5V Hdel1,14.739,1.029,1.020,2.309,0.297,0.160,0.055,1.204,0.602,5.423,2034.931,3.475,0.420,False
HD 136352_14,HD 136352,G2.5V Hdel1,14.739,1.029,1.020,0.878,3.191,5.645,0.034,1.284,5.029,0.003,2031.923,0.288,0.418,False
HD 136352_15,HD 136352,G2.5V Hdel1,14.739,1.029,1.020,1.651,2.635,4.236,0.058,1.135,3.089,0.351,2031.404,6.662,0.369,False
HD 136352_16,HD 136352,G2.5V Hdel1,14.739,1.029,1.020,0.927,4.206,8.541,0.059,1.474,1.517,2.289,2033.076,3.652,0.325,False
HD 136352_17,HD 136352,G2.5V Hdel1,14.739,1.029,1.020,0.531,4.476,9.376,0.038,1.103,2.190,4.316,2034.741,0.110,0.313,False
HD 136352_18,HD 136352,G2.5V Hdel1,14.739,1.029,1.020,0.947,3.736,7.151,0.061,1.528,4.582,2.147,2034.727,1.036,0.384,False
HD 136352_19,HD 136352,G2.5V Hdel1,14.739,1.029,1.020,3.030,0.258,0.129,0.067,1.567,0.417,0.417,2034.983,6.183,0.386,False
HD 136352_20,HD 136352,G2.5V Hdel1,14.739,1.029,1.020,1.151,3.616,6.808,0.047,0.372,0.732,1.997,2031.116,4.188,0.431,False
HD 136352_21,HD 136352,G2.5V Hdel1,14.739,1.029,1.020,0.591,3.306,5.953,0.020,0.810,3.872,1.539,2030.189,0.112,0.422,False
HD 136352_22,HD 136352,G2.5V Hdel1,14.739,1.029,1.020,1.722,3.558,6.644,0.043,0.974,3.814,0.034,2029.108,11.561,0.280,False
HD 136352_23,HD 136352,G2.5V Hdel1,14.739,1.029,1.020,3.124,0.289,0.153,0.124,1.223,6.110,3.360,2034.903,32.184,0.569,False
HD 136352_24,HD 136352,G2.5V Hdel1,14.739,1.029,1.020,2.756,0.233,0.111,0.078,0.964,2.353,0.733,2034.955,12.405,0.156,False
HD 136352_25,HD 136352,G2.5V Hdel1,14.739,1.029,1.020,1.366,3.990,7.892,0.053,0.470,0.409,1.806,2033.781,6.471,0.360,False
HD 136352_26,HD 136352,G2.5V Hdel1,14.739,1.029,1.020,0.944,0.328,0.186,0.047,0.860,3.377,4.029,2034.925,1.139,0.305,False
HD 136352_27,HD 136352,G2.5V Hdel1,14.739,1.029,1.020,1.389,0.818,0.733,0.087,0.924,4.011,4.556,2034.756,1.874,0.351,False
HD 136352_28,HD 136352,G2.5V Hdel1,14.739,1.029,1.020,2.252,1.131,1.191,0.039,1.093,0.877,1.655,2033.964,6.106,0.378,True
HD 136352_29,HD 136352,G2.5V Hdel1,14.739,1.029,1.020,2.485,0.244,0.119,0.043,1.218,3.474,2.068,2034.942,7.237,0.357,False
HD 136352_30,HD 136352,G2.5V Hdel1,14.739,1.029,1.020,2.267,0.114,0.038,0.115,0.797,1.243,1.551,2034.991,3.404,0.338,False
HD 136352_31,HD 136352,G2.5V Hdel1,14.739,1.029,1.020,1.093,4.616,9.819,0.065,0.195,5.308,6.012,2032.164,1.504,0.380,False
HD 136352_32,HD 136352,G2.5V Hdel1,14.739,1.029,1.020,0.602,3.602,6.769,0.035,1.132,5.247,1.197,2034.076,2.148,0.342,False
HD 136352_33,HD 136352,G2.5V Hdel1,14.739,1.029,1.020,1.358,3.894,7.607,0.014,1.168,2.699,1.151,2028.012,1.805,0.336,False
HD 140538 A_0,HD 140538 A,G5V,14.793,0.834,0.940,1.958,2.009,2.938,0.047,1.039,5.999,3.933,2033.532,8.264,0.383,False
HD 140538 A_1,HD 140538 A,G5V,14.793,0.834,0.940,0.954,0.218,0.105,0.119,1.251,4.568,2.003,2034.945,2.113,0.347,False
HD 140538 A_2,HD 140538 A,G5V,14.793,0.834,0.940,1.439,1.204,1.363,0.075,0.547,3.109,0.838,2034.779,7.060,0.379,True
HD 140538 A_3,HD 140538 A,G5V,14.793,0.834,0.940,0.750,0.464,0.326,0.185,0.958,4.328,3.777,2034.764,0.580,0.381,False
HD 140538 A_4,HD 140538 A,G5V,14.793,0.834,0.940,0.640,3.570,6.957,0.131,1.053,4.854,4.769,2034.382,0.179,0.310,False
HD 140538 A_5,HD 140538 A,G5V,14.793,0.834,0.940,1.267,0.259,0.136,0.082,0.425,5.776,4.984,2034.906,8.685,0.343,False
HD 140538 A_6,HD 140538 A,G5V,14.793,0.834,0.940,1.750,0.146,0.058,0.110,0.577,4.795,0.977,2034.951,5.005,0.439,False
HD 140538 A_7,HD 140538 A,G5V,14.793,0.834,0.940,0.686,2.319,3.643,0.017,0.622,2.722,3.499,2033.727,0.202,0.309,False
HD 140538 A_8,HD 140538 A,G5V,14.793,0.834,0.940,1.054,1.090,1.175,0.124,1.343,1.719,5.112,2034.167,1.243,0.261,True
HD 140538 A_9,HD 140538 A,G5V,14.793,0.834,0.940,1.071,3.216,5.947,0.053,1.417,3.141,1.012,2034.068,1.269,0.274,False
HD 140538 A_10,HD 140538 A,G5V,14.793,0.834,0.940,0.710,0.170,0.072,0.107,0.809,2.062,1.305,2034.939,0.200,0.368,False
HD 140538 A_11,HD 140538 A,G5V,14.793,0.834,0.940,1.347,2.948,5.221,0.082,1.083,5.924,0.015,2030.030,2.433,0.369,False
HD 140538 A_12,HD 140538 A,G5V,14.793,0.834,0.940,0.630,0.128,0.047,0.058,0.818,3.192,3.296,2034.993,0.194,0.361,False
HD 140538 A_13,HD 140538 A,G5V,14.793,0.834,0.940,1.211,0.118,0.042,0.143,0.707,2.966,1.223,2034.971,1.178,0.428,False
HD 140538 A_14,HD 140538 A,G5V,14.793,0.834,0.940,0.597,1.121,1.225,0.013,1.271,2.188,4.551,2034.381,0.180,0.233,True
HD 140538 A_15,HD 140538 A,G5V,14.793,0.834,0.940,1.156,0.412,0.272,0.065,1.282,4.018,6.046,2034.855,2.981,0.387,False
HD 140538 A_16,HD 140538 A,G5V,14.793,0.834,0.940,0.840,1.708,2.303,0.056,1.058,3.268,1.312,2033.373,0.602,0.445,False
HD 140538 A_17,HD 140538 A,G5V,14.793,0.834,0.940,1.086,0.116,0.041,0.047,1.294,0.811,4.078,2034.980,0.657,0.311,False
HD 140538 A_18,HD 140538 A,G5V,14.793,0.834,0.940,1.049,0.126,0.046,0.084,0.840,5.461,1.331,2034.972,0.481,0.348,False
HD 140538 A_19,HD 140538 A,G5V,14.793,0.834,0.940,2.756,2.459,3.976,0.084,0.728,2.256,0.113,2034.082,7.420,0.329,False
HD 140538 A_20,HD 140538 A,G5V,14.793,0.834,0.940,1.166,0.389,0.250,0.079,1.079,2.718,4.766,2034.905,3.172,0.322,False
HD 140538 A_21,HD 140538 A,G5V,14.793,0.834,0.940,2.265,2.040,3.006,0.092,0.762,1.292,2.727,2032.399,4.311,0.351,False
HD 140538 A_22,HD 140538 A,G5V,14.793,0.834,0.940,0.722,2.604,4.333,0.050,1.035,3.477,5.949,2034.524,0.338,0.438,False
HD 140538 A_23,HD 140538 A,G5V,14.793,0.834,0.940,0.903,0.152,0.061,0.155,0.777,4.411,3.357,2034.964,0.573,0.459,False
HD 140538 A_24,HD 140538 A,G5V,14.793,0.834,0.940,0.560,2.734,4.663,0.022,1.344,5.537,0.989,2034.141,0.100,0.350,False
HD 140538 A_25,HD 140538 A,G5V,14.793,0.834,0.940,1.024,0.518,0.385,0.142,0.739,0.324,2.826,2034.674,1.373,0.462,False
HD 140538 A_26,HD 140538 A,G5V,14.793,0.834,0.940,1.656,0.864,0.828,0.023,0.774,6.116,1.275,2034.520,4.821,0.369,True
HD 140538 A_27,HD 140538 A,G5V,14.793,0.834,0.940,2.363,0.185,0.082,0.057,1.301,4.422,5.517,2034.967,2.932,0.455,False
HD 140538 A_28,HD 140538 A,G5V,14.793,0.834,0.940,1.350,3.217,5.953,0.072,0.981,1.786,4.341,2033.513,1.739,0.362,False
HD 140538 A_29,HD 140538 A,G5V,14.793,0.834,0.940,1.563,1.548,1.986,0.041,0.545,1.285,2.144,2034.132,1.290,0.374,True
HD 140538 A_30,HD 140538 A,G5V,14.793,0.834,0.940,0.664,1.297,1.524,0.067,1.319,1.860,3.316,2033.541,0.245,0.385,True
HD 140538 A_31,HD 140538 A,G5V,14.793,0.834,0.940,0.526,4.264,9.081,0.064,0.744,5.502,4.206,2030.376,0.123,0.526,False
HD 140538 A_32,HD 140538 A,G5V,14.793,0.834,0.940,2.139,0.694,0.596,0.097,0.305,1.831,4.919,2034.720,2.688,0.410,False
HD 140538 A_33,HD 140538 A,G5V,14.793,0.834,0.940,0.653,3.616,7.092,0.060,0.523,2.908,0.504,2029.707,0.165,0.332,False
HD 140538 A_34,HD 140538 A,G5V,14.793,0.834,0.940,0.575,2.412,3.864,0.069,1.158,4.434,0.141,2033.535,0.118,0.415,False
HD 140538 A_35,HD 140538 A,G5V,14.793,0.834,0.940,2.946,3.922,8.012,0.055,0.918,5.479,0.719,2031.575,24.994,0.600,False
HD 140538 A_36,HD 140538 A,G5V,14.793,0.834,0.940,3.125,3.752,7.497,0.183,0.128,4.138,2.482,2032.474,37.831,0.518,False
HD 140538 A_37,HD 140538 A,G5V,14.793,0.834,0.940,1.490,4.463,9.726,0.044,0.966,4.732,2.932,2033.532,1.233,0.349,False
HD 140538 A_38,HD 140538 A,G5V,14.793,0.834,0.940,0.948,0.249,0.128,0.069,1.456,1.089,0.857,2034.909,0.969,0.343,False
HD 140538 A_39,HD 140538 A,G5V,14.793,0.834,0.940,2.338,2.913,5.127,0.086,1.525,5.513,2.583,2030.524,4.821,0.412,False
HD 140538 A_40,HD 140538 A,G5V,14.793,0.834,0.940,0.697,2.972,5.284,0.059,0.659,1.732,2.775,2030.215,0.277,0.369,False
HD 140538 A_41,HD 140538 A,G5V,14.793,0.834,0.940,1.041,1.974,2.860,0.014,1.133,0.807,0.685,2032.481,1.504,0.381,False
HD 140538 A_42,HD 140538 A,G5V,14.793,0.834,0.940,0.911,0.544,0.414,0.081,1.321,6.134,5.760,2034.813,0.998,0.368,False
HD 140538 A_43,HD 140538 A,G5V,14.793,0.834,0.940,2.786,4.234,8.986,0.069,1.216,1.267,3.765,2032.447,21.440,0.276,False
HD 140538 A_44,HD 140538 A,G5V,14.793,0.834,0.940,2.830,0.377,0.239,0.012,0.712,0.859,2.441,2034.848,10.775,0.230,False
HD 141004_0,HD 141004,G0-V(k),11.916,2.004,1.090,0.786,1.917,2.543,0.074,1.166,3.947,3.731,2032.798,0.310,0.384,True
HD 141004_1,HD 141004,G0-V(k),11.916,2.004,1.090,3.340,3.862,7.270,0.076,1.182,0.628,5.180,2033.393,17.645,0.258,False
HD 141004_2,HD 141004,G0-V(k),11.916,2.004,1.090,1.782,2.404,3.570,0.026,1.139,0.452,1.399,2034.612,2.956,0.388,True
HD 141004_3,HD 141004,G0-V(k),11.916,2.004,1.090,0.538,1.490,1.742,0.071,1.441,0.162,2.217,2034.982,0.118,0.270,True
HD 141004_4,HD 141004,G0-V(k),11.916,2.004,1.090,1.079,2.078,2.869,0.077,1.133,5.759,5.920,2032.948,0.978,0.400,True
HD 141004_5,HD 141004,G0-V(k),11.916,2.004,1.090,0.658,1.862,2.434,0.144,1.171,1.956,5.567,2034.375,0.254,0.318,True
HD 141004_6,HD 141004,G0-V(k),11.916,2.004,1.090,0.606,1.067,1.055,0.037,1.536,4.151,3.506,2034.462,0.133,0.295,False
HD 141004_7,HD 141004,G0-V(k),11.916,2.004,1.090,1.407,1.963,2.634,0.056,1.292,6.216,2.988,2034.706,2.053,0.364,True
HD 141004_8,HD 141004,G0-V(k),11.916,2.004,1.090,1.202,1.107,1.116,0.069,0.720,4.206,2.834,2033.901,4.136,0.371,False
HD 141004_9,HD 141004,G0-V(k),11.916,2.004,1.090,1.929,2.788,4.459,0.037,0.955,3.299,0.369,2034.441,2.825,0.332,False
HD 141004_10,HD 141004,G0-V(k),11.916,2.004,1.090,2.662,4.483,9.091,0.107,0.633,3.273,5.607,2031.255,7.863,0.409,False
HD 141004_11,HD 141004,G0-V(k),11.916,2.004,1.090,0.749,4.400,8.841,0.051,0.997,2.368,5.141,2027.471,0.262,0.300,False
HD 141004_12,HD 141004,G0-V(k),11.916,2.004,1.090,2.851,3.243,5.595,0.050,0.547,3.769,2.867,2033.630,4.170,0.347,False
HD 141004_13,HD 141004,G0-V(k),11.916,2.004,1.090,1.230,1.837,2.385,0.108,0.650,6.024,1.756,2034.363,1.040,0.338,True
HD 141004_14,HD 141004,G0-V(k),11.916,2.004,1.090,0.765,2.731,4.324,0.027,1.472,4.951,2.155,2031.504,0.246,0.365,False
HD 141004_15,HD 141004,G0-V(k),11.916,2.004,1.090,2.403,0.343,0.193,0.076,0.215,2.665,0.774,2034.947,13.311,0.465,False
HD 141004_16,HD 141004,G0-V(k),11.916,2.004,1.090,0.525,1.251,1.341,0.051,1.556,2.089,4.535,2034.996,0.090,0.381,True
HD 141004_17,HD 141004,G0-V(k),11.916,2.004,1.090,1.333,0.517,0.356,0.061,0.931,5.551,3.498,2034.848,5.348,0.317,False
HD 141004_18,HD 141004,G0-V(k),11.916,2.004,1.090,1.846,0.101,0.031,0.070,0.656,0.853,1.471,2035.000,4.862,0.403,False
HD 141004_19,HD 141004,G0-V(k),11.916,2.004,1.090,0.794,4.463,9.031,0.099,1.232,5.338,3.914,2026.784,0.409,0.370,False
HD 141004_20,HD 141004,G0-V(k),11.916,2.004,1.090,2.498,3.579,6.485,0.084,0.929,1.603,6.153,2030.838,7.389,0.272,False
HD 141004_21,HD 141004,G0-V(k),11.916,2.004,1.090,0.741,1.403,1.592,0.088,1.200,4.496,0.769,2034.072,0.297,0.269,True
HD 141004_22,HD 141004,G0-V(k),11.916,2.004,1.090,2.372,0.509,0.348,0.081,1.510,5.066,2.881,2034.930,9.091,0.366,False
HD 141004_23,HD 141004,G0-V(k),11.916,2.004,1.090,0.563,2.364,3.482,0.070,1.562,2.997,3.105,2032.563,0.111,0.356,False
HD 141004_24,HD 141004,G0-V(k),11.916,2.004,1.090,0.645,1.073,1.065,0.121,1.476,1.208,1.048,2034.279,0.182,0.362,False
HD 141004_25,HD 141004,G0-V(k),11.916,2.004,1.090,0.952,3.114,5.263,0.022,1.472,5.308,3.340,2034.682,1.198,0.366,False
HD 141004_26,HD 141004,G0-V(k),11.916,2.004,1.090,2.447,4.772,9.985,0.090,0.914,2.309,3.807,2026.205,17.212,0.217,False
HD 141004_27,HD 141004,G0-V(k),11.916,2.004,1.090,0.629,0.774,0.652,0.071,1.017,2.015,0.989,2034.622,0.252,0.378,False
HD 141004_28,HD 141004,G0-V(k),11.916,2.004,1.090,2.564,0.485,0.324,0.039,1.098,3.205,0.972,2034.743,5.810,0.414,False
HD 141004_29,HD 141004,G0-V(k),11.916,2.004,1.090,0.727,0.542,0.382,0.141,0.807,2.734,5.381,2034.900,0.467,0.311,False
HD 141004_30,HD 141004,G0-V(k),11.916,2.004,1.090,1.087,0.203,0.088,0.120,1.554,4.292,1.957,2034.989,1.173,0.308,False
HD 141004_31,HD 141004,G0-V(k),11.916,2.004,1.090,0.904,0.923,0.850,0.121,1.296,0.862,3.961,2034.403,0.620,0.312,False
HD 141004_32,HD 141004,G0-V(k),11.916,2.004,1.090,0.601,0.114,0.037,0.055,0.680,2.738,3.938,2034.971,0.125,0.381,False
HD 141004_33,HD 141004,G0-V(k),11.916,2.004,1.090,2.991,0.234,0.108,0.081,0.428,5.603,5.273,2034.958,12.001,0.214,False
HD 141004_34,HD 141004,G0-V(k),11.916,2.004,1.090,1.058,0.553,0.394,0.095,1.117,0.227,4.649,2034.991,1.019,0.429,False
HD 141004_35,HD 141004,G0-V(k),11.916,2.004,1.090,1.731,0.310,0.165,0.077,1.489,2.874,5.281,2034.865,4.068,0.345,False
HD 141004_36,HD 141004,G0-V(k),11.916,2.004,1.090,1.375,2.616,4.053,0.086,0.646,4.150,3.928,2034.165,3.951,0.242,False
HD 141004_37,HD 141004,G0-V(k),11.916,2.004,1.090,1.193,0.221,0.099,0.086,0.484,5.578,2.824,2034.966,1.549,0.282,False
HD 142373_0,HD 142373,G0V Fe+0.4,15.898,3.136,1.080,1.323,4.670,9.712,0.100,0.770,5.731,4.861,2025.896,1.243,0.325,False
HD 142373_1,HD 142373,G0V Fe+0.4,15.898,3.136,1.080,0.643,2.547,3.911,0.040,1.325,1.941,2.272,2031.257,0.153,0.339,True
HD 142373_2,HD 142373,G0V Fe+0.4,15.898,3.136,1.080,0.999,0.741,0.614,0.034,0.255,6.125,1.563,2034.739,2.872,0.347,False
HD 142373_3,HD 142373,G0V Fe+0.4,15.898,3.136,1.080,1.640,1.829,2.380,0.084,1.179,1.517,5.977,2034.371,4.512,0.369,True
HD 142373_4,HD 142373,G0V Fe+0.4,15.898,3.136,1.080,1.173,0.184,0.076,0.052,1.544,4.543,3.526,2034.954,1.461,0.351,False
HD 142373_5,HD 142373,G0V Fe+0.4,15.898,3.136,1.080,0.950,0.432,0.273,0.017,1.544,3.606,0.171,2034.828,1.193,0.419,False
HD 142373_6,HD 142373,G0V Fe+0.4,15.898,3.136,1.080,2.619,1.005,0.969,0.052,0.984,4.379,5.157,2034.397,13.817,0.224,False
HD 142373_7,HD 142373,G0V Fe+0.4,15.898,3.136,1.080,2.055,0.390,0.234,0.049,0.163,4.046,1.236,2034.925,3.887,0.333,False
HD 142373_8,HD 142373,G0V Fe+0.4,15.898,3.136,1.080,1.250,4.329,8.667,0.086,0.201,4.441,4.939,2034.447,2.096,0.324,False
HD 142373_9,HD 142373,G0V Fe+0.4,15.898,3.136,1.080,3.031,4.719,9.865,0.141,1.227,5.690,4.431,2032.928,15.517,0.437,False
HD 142373_10,HD 142373,G0V Fe+0.4,15.898,3.136,1.080,1.031,0.842,0.743,0.063,1.067,3.540,6.087,2034.885,1.648,0.391,False
HD 142373_11,HD 142373,G0V Fe+0.4,15.898,3.136,1.080,2.122,2.459,3.711,0.066,1.470,0.426,6.067,2034.540,3.199,0.290,True
HD 142373_12,HD 142373,G0V Fe+0.4,15.898,3.136,1.080,0.654,0.969,0.918,0.055,1.021,1.702,1.724,2034.149,0.409,0.386,False
HD 142373_13,HD 142373,G0V Fe+0.4,15.898,3.136,1.080,0.802,0.273,0.138,0.042,0.928,4.450,4.816,2034.998,0.434,0.372,False
HD 142373_14,HD 142373,G0V Fe+0.4,15.898,3.136,1.080,0.881,0.734,0.605,0.134,1.317,3.104,1.991,2034.636,0.540,0.360,False
HD 142373_15,HD 142373,G0V Fe+0.4,15.898,3.136,1.080,0.589,0.458,0.299,0.047,0.912,3.447,3.953,2034.717,0.119,0.446,False
HD 142373_16,HD 142373,G0V Fe+0.4,15.898,3.136,1.080,1.193,0.707,0.572,0.140,0.452,3.748,3.756,2034.794,1.023,0.336,False
HD 142373_17,HD 142373,G0V Fe+0.4,15.898,3.136,1.080,0.682,0.418,0.260,0.055,1.570,2.404,0.343,2034.863,0.122,0.470,False
HD 142373_18,HD 142373,G0V Fe+0.4,15.898,3.136,1.080,1.545,0.230,0.106,0.214,1.340,4.863,0.033,2034.926,4.723,0.356,False
HD 142373_19,HD 142373,G0V Fe+0.4,15.898,3.136,1.080,0.679,0.423,0.265,0.051,1.359,4.546,0.363,2034.916,0.058,0.303,False
HD 142373_20,HD 142373,G0V Fe+0.4,15.898,3.136,1.080,0.607,3.913,7.447,0.037,1.447,4.488,0.804,2031.443,0.129,0.370,False
HD 142373_21,HD 142373,G0V Fe+0.4,15.898,3.136,1.080,3.165,0.192,0.081,0.171,1.404,4.494,1.619,2034.934,10.598,0.406,False
HD 142373_22,HD 142373,G0V Fe+0.4,15.898,3.136,1.080,1.621,0.697,0.560,0.099,0.894,5.594,5.699,2034.582,2.296,0.313,False
HD 142373_23,HD 142373,G0V Fe+0.4,15.898,3.136,1.080,2.938,1.467,1.709,0.103,1.468,3.741,3.259,2033.618,30.244,0.166,False
HD 142373_24,HD 142373,G0V Fe+0.4,15.898,3.136,1.080,1.166,0.788,0.674,0.159,0.740,6.076,5.007,2034.335,1.173,0.329,False
HD 142373_25,HD 142373,G0V Fe+0.4,15.898,3.136,1.080,0.523,1.417,1.622,0.085,0.480,0.749,5.267,2034.399,0.098,0.387,False
HD 142373_26,HD 142373,G0V Fe+0.4,15.898,3.136,1.080,1.372,0.140,0.051,0.048,0.386,3.971,4.618,2034.962,1.754,0.395,False
HD 142373_27,HD 142373,G0V Fe+0.4,15.898,3.136,1.080,1.330,2.091,2.910,0.068,0.850,4.505,2.459,2033.246,1.614,0.336,True
HD 142373_28,HD 142373,G0V Fe+0.4,15.898,3.136,1.080,0.507,1.635,2.011,0.035,1.372,2.998,5.428,2033.659,0.031,0.416,True
HD 142373_29,HD 142373,G0V Fe+0.4,15.898,3.136,1.080,2.485,2.283,3.320,0.083,1.485,1.811,4.662,2032.544,10.909,0.291,True
HD 142373_30,HD 142373,G0V Fe+0.4,15.898,3.136,1.080,1.502,1.654,2.046,0.065,1.337,3.456,4.669,2033.466,8.722,0.425,True
HD 142373_31,HD 142373,G0V Fe+0.4,15.898,3.136,1.080,1.937,1.082,1.083,0.031,0.277,2.292,5.665,2034.041,4.311,0.439,False
HD 142373_32,HD 142373,G0V Fe+0.4,15.898,3.136,1.080,1.175,0.775,0.656,0.066,0.275,5.712,3.762,2034.771,1.776,0.393,False
HD 142373_33,HD 142373,G0V Fe+0.4,15.898,3.136,1.080,1.497,0.443,0.283,0.045,1.179,2.242,3.321,2034.815,4.102,0.435,False
HD 142373_34,HD 142373,G0V Fe+0.4,15.898,3.136,1.080,0.763,1.338,1.490,0.106,1.239,1.104,5.593,2034.582,0.479,0.273,False
HD 142373_35,HD 142373,G0V Fe+0.4,15.898,3.136,1.080,3.200,0.122,0.041,0.067,1.036,3.622,2.855,2034.976,9.243,0.351,False
HD 142373_36,HD 142373,G0V Fe+0.4,15.898,3.136,1.080,0.987,0.708,0.573,0.092,1.275,2.488,5.099,2034.570,0.794,0.324,False
HD 142373_37,HD 142373,G0V Fe+0.4,15.898,3.136,1.080,0.648,2.264,3.279,0.083,0.202,0.603,0.338,2032.406,0.172,0.373,True
HD 142373_38,HD 142373,G0V Fe+0.4,15.898,3.136,1.080,0.542,0.225,0.103,0.043,1.348,3.549,0.008,2034.957,0.154,0.338,False
HD 142373_39,HD 142373,G0V Fe+0.4,15.898,3.136,1.080,1.551,0.163,0.063,0.126,1.193,3.379,3.319,2034.968,4.984,0.359,False
HD 142373_40,HD 142373,G0V Fe+0.4,15.898,3.136,1.080,3.271,2.112,2.954,0.035,1.127,1.088,0.463,2034.014,6.234,0.461,True
HD 142373_41,HD 142373,G0V Fe+0.4,15.898,3.136,1.080,2.682,0.934,0.868,0.051,1.445,3.755,6.136,2034.853,7.060,0.359,False
HD 142373_42,HD 142373,G0V Fe+0.4,15.898,3.136,1.080,1.773,3.093,5.234,0.014,1.178,3.565,0.035,2033.636,8.831,0.388,False
HD 142860_0,HD 142860,F6V,11.254,3.039,1.250,1.366,0.480,0.297,0.049,0.854,0.255,4.421,2034.781,4.001,0.355,False
HD 142860_1,HD 142860,F6V,11.254,3.039,1.250,0.548,2.597,3.742,0.097,0.912,1.091,5.153,2032.569,0.236,0.371,True
HD 142860_2,HD 142860,F6V,11.254,3.039,1.250,0.781,0.317,0.160,0.102,0.738,3.917,2.924,2034.943,0.794,0.367,False
HD 142860_3,HD 142860,F6V,11.254,3.039,1.250,0.533,1.072,0.993,0.031,0.769,3.231,6.203,2034.994,0.110,0.389,False
HD 142860_4,HD 142860,F6V,11.254,3.039,1.250,1.567,2.607,3.764,0.152,1.485,4.945,5.524,2034.565,3.652,0.425,True
HD 142860_5,HD 142860,F6V,11.254,3.039,1.250,1.356,2.975,4.590,0.110,1.412,4.139,1.238,2030.534,3.018,0.449,False
HD 142860_6,HD 142860,F6V,11.254,3.039,1.250,0.880,0.215,0.089,0.135,1.438,3.779,4.943,2034.918,0.367,0.382,False
HD 142860_7,HD 142860,F6V,11.254,3.039,1.250,0.632,3.647,6.231,0.067,0.370,5.122,3.776,2032.974,0.176,0.396,False
HD 142860_8,HD 142860,F6V,11.254,3.039,1.250,3.085,2.682,3.928,0.047,0.419,0.429,3.360,2033.983,12.718,0.313,True
HD 142860_9,HD 142860,F6V,11.254,3.039,1.250,1.399,0.778,0.614,0.019,0.648,4.341,3.229,2034.732,2.087,0.309,False
HD 142860_10,HD 142860,F6V,11.254,3.039,1.250,1.692,2.963,4.562,0.113,1.454,4.496,5.362,2031.853,4.782,0.363,False
HD 142860_11,HD 142860,F6V,11.254,3.039,1.250,1.262,2.712,3.994,0.164,0.959,1.729,3.838,2033.575,2.131,0.414,False
HD 142860_12,HD 142860,F6V,11.254,3.039,1.250,2.207,1.918,2.376,0.080,1.382,1.229,3.379,2034.840,16.377,0.383,True
HD 142860_13,HD 142860,F6V,11.254,3.039,1.250,2.686,1.691,1.966,0.066,1.194,1.344,0.307,2034.208,3.266,0.410,True
HD 142860_14,HD 142860,F6V,11.254,3.039,1.250,0.955,2.756,4.092,0.088,1.300,1.245,2.817,2033.934,0.545,0.378,True
HD 142860_15,HD 142860,F6V,11.254,3.039,1.250,1.730,4.992,9.977,0.026,0.594,3.291,5.705,2031.758,4.963,0.411,False
HD 142860_16,HD 142860,F6V,11.254,3.039,1.250,0.727,1.796,2.153,0.042,1.426,0.852,4.472,2034.649,0.333,0.392,True
HD 142860_17,HD 142860,F6V,11.254,3.039,1.250,1.601,3.301,5.364,0.077,0.868,4.142,0.320,2031.466,4.068,0.427,False
HD 142860_18,HD 142860,F6V,11.254,3.039,1.250,0.984,2.823,4.243,0.071,0.180,0.660,5.554,2032.766,1.264,0.381,True
HD 142860_19,HD 142860,F6V,11.254,3.039,1.250,0.501,3.679,6.312,0.142,0.813,0.169,5.194,2033.290,0.062,0.349,False
